,Playlist Name,Track Name,Artists,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature
47,ISFJ songs,Innocence,Avril Lavigne,0.389,0.711,1,-3.664,0,0.0343,0.148,0.0,0.202,0.337,137.756,232200,4
48,ISFJ songs,Grenade,Bruno Mars,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4
49,ISFJ songs,When You're Gone,Avril Lavigne,0.457,0.719,4,-3.921,0,0.0323,0.191,0.0,0.228,0.168,142.034,240493,4
50,ISFJ,Forever,aespa,0.363,0.73,8,-3.794,1,0.0441,0.365,0.0,0.305,0.291,184.07,298173,4
51,ISFJ,Take You Home,BAEKHYUN,0.633,0.622,6,-6.803,0,0.0457,0.62,0.0,0.104,0.278,87.999,234955,4
52,ISFJ,7 Days,NCT DREAM,0.744,0.89,6,-3.134,0,0.0824,0.146,0.0,0.121,0.629,99.95,197280,4
53,ISFJ,YESTODAY,"NCT, NCT U",0.683,0.92,9,-3.322,0,0.0924,0.0294,0.0,0.295,0.678,94.959,196571,4
54,ISFJ,do me right,brb.,0.804,0.595,11,-8.65,0,0.0401,0.422,0.000118,0.0808,0.781,125.08,178560,4
55,ISFJ,SOMEBODY,keshi,0.649,0.461,8,-8.401,1,0.0449,0.442,0.0,0.108,0.487,141.088,164663,4
56,ISFJ,talking to myself,brb.,0.658,0.564,6,-10.732,0,0.0473,0.174,2.05e-05,0.0827,0.375,87.952,201818,4
57,ISFJ,it kills me,"demxntia, keshi",0.534,0.449,11,-10.688,0,0.0422,0.44,0.0,0.0934,0.24,105.075,155429,4
58,ISFJ,Waiting for You (feat. Ashley Alisha),"Dept, Ashley Alisha",0.578,0.662,0,-3.533,1,0.0557,0.446,0.0,0.129,0.488,76.04,183188,4
59,ISFJ,두근거려 (Beautiful),BAEKHYUN,0.547,0.642,9,-4.411,1,0.0348,0.505,9.88e-06,0.18,0.404,78.907,224240,4
60,ISFJ,Hard for me,DOYOUNG,0.572,0.494,5,-7.562,1,0.0267,0.754,0.000188,0.101,0.312,134.041,203547,4
61,ISFJ,To My First,NCT DREAM,0.661,0.667,4,-3.875,0,0.0398,0.233,0.0,0.105,0.37,77.006,183293,4
62,ISFJ,double take,dhruv,0.656,0.436,8,-11.141,1,0.0744,0.845,0.0,0.221,0.196,109.239,171743,4
63,ISFJ,Every Summertime,NIKI,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,215687,4
64,ISFJ,Shouldn't Be,Luke Chiang,0.647,0.294,6,-10.344,0,0.0312,0.728,0.0,0.123,0.323,124.999,210480,3
65,ISFJ,My Favourite Clothes,RINI,0.746,0.339,2,-9.041,1,0.144,0.482,1.36e-05,0.0838,0.291,119.924,257000,4
66,ISFJ,Split,"88rising, NIKI",0.691,0.509,8,-8.343,1,0.0352,0.431,0.00682,0.0885,0.473,113.961,207014,3
67,ISFJ,AAA,"NYK, Shelhiel",0.885,0.581,2,-9.834,1,0.345,0.362,0.0,0.0923,0.691,149.95,159200,4
68,ISFJ,blue,keshi,0.513,0.563,1,-8.689,1,0.0338,0.0701,1.62e-06,0.0956,0.217,160.051,178600,4
69,ISFJ,undone,brb.,0.711,0.39,3,-7.65,0,0.0294,0.144,0.000378,0.0918,0.616,85.051,196235,4
70,ISFJ,Stones (feat. Daniel Schulz),"Christopher, Daniel Schulz",0.771,0.701,0,-5.259,1,0.0465,0.121,1.5e-06,0.193,0.538,144.073,175583,4
71,ISFJ,down,Mokita,0.524,0.391,4,-9.021,1,0.041,0.789,0.0,0.0869,0.143,148.009,194680,4
72,ISFJ,Casualties,Ethan Dufault,0.647,0.306,3,-10.392,1,0.0321,0.846,0.0,0.1,0.348,143.932,222083,4
73,ISFJ,Bad Company,Daniel Schulz,0.819,0.5,9,-5.99,1,0.334,0.28,0.0,0.127,0.599,159.073,173248,4
74,ISFJ,Walk Away,Daniel Schulz,0.766,0.185,0,-11.355,1,0.0417,0.833,0.0,0.0955,0.492,79.977,160500,4
75,ISFJ,2 Fast,SuperM,0.468,0.737,5,-4.808,0,0.0964,0.227,0.0,0.104,0.496,130.04,180765,4
76,ISFJ,"YESTODAY - Extended Version, Bonus Track","NCT, NCT U",0.68,0.888,9,-4.377,0,0.136,0.0688,0.0,0.118,0.633,95.014,227885,4
77,ISFJ,After the Sun,RINI,0.833,0.274,11,-11.196,0,0.141,0.414,0.000901,0.0796,0.515,129.9,196000,4
78,ISFJ,Bad Haircut (feat. JVKE),"Stephanie Poetri, JVKE",0.629,0.43,10,-10.55,1,0.0324,0.85,1.57e-05,0.117,0.451,76.983,222167,4
79,ISFJ,Afterthought,"Joji, BENEE",0.668,0.547,1,-8.024,1,0.0353,0.398,0.0766,0.0931,0.192,83.5,194871,4
80,ISFJ,2 Years (feat. Sonny Zero),"Dept, Sonny Zero",0.58,0.607,7,-3.552,1,0.0392,0.421,0.0,0.175,0.585,173.96,166724,4
81,ISFJ,honeymoon,brb.,0.71,0.639,1,-10.024,1,0.0367,0.0443,0.0151,0.231,0.869,143.019,167832,4
82,ISFJ,La Cienega,"88rising, Joji, NIKI",0.61,0.318,8,-9.95,1,0.148,0.506,0.000617,0.102,0.214,109.491,192607,3
83,ISFJ,Silence,Before You Exit,0.929,0.521,8,-9.863,1,0.0538,0.739,0.187,0.132,0.749,124.009,200959,4
84,ISFJ,right here,keshi,0.597,0.496,5,-9.441,1,0.077,0.0839,0.0,0.117,0.319,160.05,195093,4
85,ISFJ,Ain't Got Time,"SOOVI, Owell Mood, REDDY",0.883,0.406,0,-4.674,0,0.0484,0.542,0.0,0.224,0.818,130.058,208413,4
86,ISFJ,All About Us (Feat. Niia),"CODE KUNST, Niia",0.584,0.578,9,-6.61,0,0.205,0.696,0.0715,0.0942,0.273,80.259,218000,4
87,ISFJ,All Day All Night,SHINee,0.631,0.832,1,-4.349,0,0.0856,0.091,0.0,0.109,0.628,130.022,199958,4
88,ISFJ,All in,"D.N.A, LAY, 馬伯騫, 單依純",0.303,0.669,2,-10.756,1,0.092,0.285,0.0,0.431,0.174,200.389,198500,4
89,ISFJ,Veil - English Version,LAY,0.75,0.693,4,-5.109,0,0.0445,0.527,3.94e-05,0.0945,0.301,94.996,186627,4
90,ISFJ,D.N.A Cypher Ⅱ,"D.N.A, LAY, Danko 弹壳, Vinida Weng, 馬伯騫",0.828,0.711,1,-6.39,1,0.0514,0.014,0.0805,0.0454,0.515,94.014,159916,4
91,ISFJ,For You,"LeeHi, Crush",0.588,0.452,7,-7.778,1,0.039,0.724,0.0,0.107,0.267,83.936,205120,4
92,ISFJ,All We Know,"The Chainsmokers, Phoebe Ryan",0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,194080,4
93,ISFJ,Spicy,aespa,0.757,0.898,11,-1.247,0,0.0667,0.0138,0.0,0.0703,0.842,114.949,197040,4
94,ISFJ,Welcome To MY World (feat. nævis),"aespa, nævis",0.598,0.836,7,-1.694,1,0.0304,0.185,0.0,0.292,0.37,152.009,206920,4
95,ISFJ,Thirsty,aespa,0.654,0.787,6,-2.538,1,0.0636,0.549,0.0,0.13,0.632,77.513,193413,4
96,ISFJ,Still,Jeff Bernat,0.485,0.315,4,-11.599,1,0.0946,0.581,0.000349,0.11,0.425,134.714,226927,4
97,ISFJ,Je N'aime Que Toi,oftn,0.593,0.623,2,-5.296,1,0.0396,0.458,0.0,0.4,0.448,91.023,196667,4
98,ISFJ,和你,余佳运,0.606,0.311,0,-9.407,1,0.0403,0.393,0.0,0.0972,0.379,75.108,200708,4
99,ISFJ,always,keshi,0.629,0.495,9,-6.86,1,0.103,0.539,0.000231,0.0326,0.548,89.773,172355,4
100,isfj personality: the defender,Beautiful Boy (Darling Boy) - Remastered 2010,John Lennon,0.574,0.469,2,-11.53,1,0.0403,0.733,1.96e-06,0.856,0.435,111.378,245693,4
101,isfj personality: the defender,feelings are fatal,mxmtoon,0.545,0.169,0,-16.249,1,0.132,0.908,0.0,0.0942,0.482,98.225,124853,4
102,isfj personality: the defender,Blondie,Current Joys,0.776,0.626,6,-12.561,1,0.0396,0.622,0.899,0.086,0.866,122.072,194733,4
103,isfj personality: the defender,Are You Bored Yet? (feat. Clairo),"Wallows, Clairo",0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,178000,4
104,isfj personality: the defender,Hey There Delilah,Plain White T's,0.51,0.376,2,-10.995,1,0.0307,0.865,0.000121,0.113,0.321,103.851,232853,4
105,isfj personality: the defender,Sweater Weather,The Neighbourhood,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
106,isfj personality: the defender,we fell in love in october,girl in red,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,184154,4
107,isfj personality: the defender,I Will Be Okay,mimi bay,0.566,0.214,0,-10.089,1,0.0441,0.952,0.0,0.0984,0.543,154.75,125200,4
108,isfj personality: the defender,Can I Call You Tonight?,Dayglow,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,278769,4
109,isfj personality: the defender,Here Comes The Sun - Remastered 2009,The Beatles,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4
110,isfj personality: the defender,Space Girl,Frances Forever,0.67,0.398,9,-9.14,1,0.0306,0.319,0.000113,0.38,0.219,125.983,231429,4
111,isfj personality: the defender,prom dress,mxmtoon,0.56,0.674,10,-6.048,1,0.0446,0.698,0.0,0.123,0.421,119.942,197933,4
112,isfj personality: the defender,nothing else i could do,ella jane,0.788,0.545,3,-7.647,1,0.0487,0.475,0.0138,0.134,0.583,119.948,170000,4
113,isfj personality: the defender,Thnks fr th Mmrs,Fall Out Boy,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,203507,4
114,isfj personality: the defender,Cloud 9,Beach Bunny,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351,4
115,isfj personality: the defender,Mr. Loverman,Ricky Montgomery,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,216880,3
116,isfj personality: the defender,Pleaser,Wallows,0.497,0.914,9,-4.308,1,0.0455,0.126,1.98e-05,0.274,0.385,148.893,187896,4
117,isfj personality: the defender,Bubble Gum,Clairo,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,175961,3
118,isfj personality: the defender,Corduroy Dreams,Rex Orange County,0.608,0.305,4,-14.037,1,0.053,0.653,0.0,0.103,0.222,113.818,206975,4
119,isfj personality: the defender,Kids,Current Joys,0.827,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0756,0.904,113.449,269143,4
120,isfj personality: the defender,Good Riddance (Time of Your Life),Green Day,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,153467,4
121,isfj personality: the defender,Cleopatra,The Lumineers,0.536,0.775,8,-6.765,1,0.0394,0.228,0.000143,0.0947,0.485,151.393,201413,4
122,isfj personality: the defender,All Night,"The Vamps, Matoma",0.538,0.804,8,-5.194,1,0.0358,0.0041,0.0,0.33,0.507,144.992,197640,4
123,isfj personality: the defender,Iris,The Goo Goo Dolls,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,3
124,isfj personality: the defender,Remember When,Wallows,0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,155147,4
125,isfj personality: the defender,Clean,Taylor Swift,0.815,0.377,4,-7.754,1,0.0346,0.232,0.0,0.1,0.211,103.97,271000,4
126,isfj personality: the defender,People Like Us,Kelly Clarkson,0.6,0.787,6,-5.163,1,0.0366,0.043,0.0,0.358,0.608,127.977,258907,4
127,isfj personality: the defender,Why Do You Feel So Down,Declan McKenna,0.558,0.909,7,-5.851,1,0.0406,0.0576,0.0,0.102,0.452,114.56,220707,4
128,isfj personality: the defender,Comfort Crowd,Conan Gray,0.678,0.431,0,-6.749,1,0.0326,0.163,1.94e-06,0.147,0.404,90.941,174680,4
129,isfj personality: the defender,Boys Will Be Bugs,Cavetown,0.486,0.528,1,-11.722,1,0.0463,0.00387,1.4e-05,0.106,0.452,178.519,329050,4
130,isfj personality: the defender,Training Wheels,Melanie Martinez,0.571,0.481,9,-7.179,1,0.0444,0.697,0.0,0.089,0.0807,113.753,205680,4
131,isfj personality: the defender,Mind Over Matter (Reprise),Young the Giant,0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,230867,4
132,isfj personality: the defender,blind,ROLE MODEL,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,153293,4
133,isfj personality: the defender,505,Arctic Monkeys,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,253587,4
134,isfj personality: the defender,fever dream,mxmtoon,0.565,0.693,4,-5.962,1,0.0281,0.126,3.7e-05,0.0888,0.191,101.909,196480,4
135,isfj personality: the defender,"Gone, Gone, Gone",Phillip Phillips,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,209693,4
136,isfj personality: the defender,Going Nowhere,Darren Criss,0.645,0.381,9,-9.81,1,0.0325,0.629,1.9e-05,0.0918,0.545,109.971,237827,4
137,isfj personality: the defender,Home for the Summer,Sara Kays,0.682,0.529,4,-9.862,1,0.0469,0.782,0.000294,0.102,0.39,126.995,155272,4
138,isfj personality: the defender,Hey Lover!,Wabie,0.586,0.744,4,-10.142,1,0.0508,0.00614,0.000172,0.372,0.523,117.006,162560,4
139,isfj personality: the defender,She,dodie,0.479,0.154,2,-15.051,1,0.0369,0.755,0.0261,0.11,0.232,92.457,213612,4
140,isfj personality: the defender,Televised,HUNNY,0.591,0.746,8,-7.762,1,0.0444,0.000729,0.0,0.127,0.432,107.965,194717,4
141,isfj personality: the defender,Sports,Beach Bunny,0.231,0.877,9,-5.278,1,0.0574,0.000653,0.026,0.0694,0.524,186.142,164165,4
142,isfj personality: the defender,Avant Gardener,Courtney Barnett,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227,4
143,isfj personality: the defender,This Side of Paradise,Coyote Theory,0.306,0.664,9,-6.07,1,0.0276,0.432,7.5e-06,0.135,0.321,158.283,242010,4
144,isfj personality: the defender,Cigarette Daydreams,Cage The Elephant,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760,4
145,isfj personality: the defender,Where Does the Good Go,Tegan and Sara,0.741,0.508,3,-6.856,1,0.0302,0.212,0.000114,0.0757,0.841,105.022,217253,4
146,isfj personality: the defender,Another Love,Tom Odell,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360,4
147,isfj personality: the defender,King of Anything,Sara Bareilles,0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,207493,4
148,isfj personality: the defender,marjorie,Taylor Swift,0.535,0.561,5,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,257773,4
149,isfj personality: the defender,Head over Feet - 2015 Remaster,Alanis Morissette,0.482,0.808,0,-7.176,1,0.065,0.0562,0.0,0.202,0.438,79.599,267293,4
150,ISFJ 🫧,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,222370,4
151,ISFJ 🫧,Romantic Lover,Eyedress,0.658,0.447,9,-9.299,0,0.0869,0.701,0.924,0.198,0.538,184.316,86739,4
152,ISFJ 🫧,Moonlight,Kali Uchis,0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,187558,4
153,ISFJ 🫧,Don’t Blame Me,Taylor Swift,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413,4
154,ISFJ 🫧,People You Know,Selena Gomez,0.695,0.62,8,-8.082,0,0.0521,0.0881,5.43e-05,0.111,0.62,150.032,194900,4
155,ISFJ 🫧,Sad Girl,Lana Del Rey,0.345,0.587,5,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479,317760,4
156,ISFJ 🫧,Brooklyn Baby,Lana Del Rey,0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640,4
157,ISFJ 🫧,Treehouse (Slowed & Reverb),Dopelyx,0.686,0.236,5,-20.282,0,0.0372,0.667,0.133,0.109,0.116,132.307,174966,4
158,ISFJ 🫧,People Watching,Conan Gray,0.53,0.592,5,-7.281,1,0.0534,0.381,0.0,0.294,0.544,125.721,158537,4
159,ISFJ 🫧,Not Allowed,TV Girl,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,167864,4
160,ISFJ 🫧,Reflections,The Neighbourhood,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,244013,4
161,ISFJ 🫧,Apologize,"Timbaland, OneRepublic",0.653,0.604,8,-6.017,1,0.0278,0.0292,0.0,0.097,0.101,118.016,184400,4
162,ISFJ 🫧,cardigan,Taylor Swift,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4
163,ISFJ 🫧,Mind Over Matter (Reprise),Young the Giant,0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,230867,4
164,ISFJ 🫧,Bored,Billie Eilish,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933,4
165,ISFJ 🫧,Mrs Magic,Strawberry Guy,0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,208500,4
166,ISFJ 🫧,Matsuri,Fujii Kaze,0.663,0.731,1,-7.335,1,0.0338,0.00892,0.0502,0.293,0.356,97.025,225920,4
167,ISFJ 🫧,Attention,Charlie Puth,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
168,ISFJ 🫧,Cruel Summer,Taylor Swift,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4
169,ISFJ 🫧,Loved You Once,Clara Mae,0.445,0.436,4,-5.988,1,0.042,0.655,0.0,0.157,0.308,77.732,148604,3
170,ISFJ 🫧,Overused (feat. gnash),"Clara Mae, gnash",0.503,0.525,0,-7.79,1,0.134,0.647,0.0,0.104,0.681,115.6,161196,4
171,ISFJ 🫧,LOVE SCENARIO,iKON,0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.009,209648,4
172,ISFJ 🫧,Talk that Talk,TWICE,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,177467,4
173,ISFJ 🫧,In the Name of Love,"Martin Garrix, Bebe Rexha",0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,195707,4
174,ISFJ 🫧,Angel Baby,Troye Sivan,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,220780,4
175,ISFJ 🫧,Car's Outside,James Arthur,0.338,0.562,9,-7.181,1,0.029,0.039,0.0,0.107,0.259,149.907,248373,4
176,ISFJ 🫧,Let Me Down Slowly,Alec Benjamin,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
177,ISFJ 🫧,Water Fountain,Alec Benjamin,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893,4
178,ISFJ 🫧,ทฤษฎีรักนี้สีชมพู - From GAP The series ทฤษฎีสีชมพู,"Freen Sarocha, Becky Rebecca",0.679,0.691,0,-6.977,1,0.0389,0.309,0.0,0.342,0.8,132.998,191278,4
179,ISFJ 🫧,Company,Justin Bieber,0.59,0.797,4,-4.901,0,0.0614,0.132,0.0,0.0846,0.425,94.948,208120,4
180,ISFJ 🫧,Can I Be Him,James Arthur,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,246880,4
181,ISFJ 🫧,Mama,Omar Rudberg,0.715,0.645,8,-6.609,1,0.0952,0.57,8.02e-06,0.0905,0.925,173.915,145360,4
182,ISFJ 🫧,Gnomes and Fairies,Marco Cutini,0.536,0.323,5,-13.735,1,0.0493,0.984,0.974,0.113,0.321,150.019,96000,3
183,ISFJ 🫧,Set Fire to the Rain,Adele,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974,4
